0,6262    0,0764    0,8071    0,4261
0,6316    0,0788    0,8083    0,4252
0,6309    0,0909    0,8010    0,4306
0,6330    0,0770    0,8058    0,4271
0,6329    0,0980    0,8018    0,4300
0,6246    0,0873    0,8109    0,4276
0,6305    0,0893    0,7920    0,4374
0,6257    0,0862    0,7991    0,4321
0,6326    0,0938    0,8007    0,4308
0,6301    0,0926    0,8032    0,4290
0,6337    0,1000    0,8041    0,4283
0,6396    0,0868    0,8043    0,4281
0,6233    0,0787    0,8041    0,4288
0,6357    0,0963    0,8027    0,4293
0,6327    0,0855    0,8082    0,4252
0,6295    0,0883    0,7992    0,4320
0,6288    0,0829    0,8059    0,4269
0,6354    0,0930    0,8078    0,4255
0,6216    0,0874    0,7982    0,4327
0,6313    0,0761    0,8082    0,4253
0,6345    0,0883    0,8010    0,4306
0,6305    0,0838    0,7983    0,4326
0,6315    0,0889    0,8015    0,4303
0,6341    0,0833    0,7995    0,4318
0,6301    0,1031    0,8008    0,4308
0,6280    0,0874    0,8056    0,4272
0,6386    0,0726    0,8057    0,4271
0,6288    0,0909    0,8003    0,4312
0,6262    0,0806    0,8008    0,4307
0,6312    0,0927    0,7914    0,4378
0,6307    0,0915    0,8082    0,4252
0,6330    0,0778    0,8057    0,4271
0,6263    0,0972    0,7982    0,4327
0,6284    0,0851    0,8153    0,4240
0,6255    0,0796    0,7999    0,4315
0,6257    0,0908    0,7981    0,4328
0,6215    0,0918    0,7951    0,4351
0,6284    0,0841    0,8032    0,4290
0,6348    0,0900    0,7986    0,4324
0,6260    0,0874    0,7970    0,4336
0,6333    0,0945    0,8052    0,4275
0,6275    0,0794    0,8017    0,4301
0,6261    0,0925    0,7946    0,4354
0,6261    0,0787    0,8022    0,4298
0,6238    0,0859    0,8018    0,4300
0,6277    0,0848    0,7957    0,4346
0,6411    0,1019    0,7967    0,4338
0,6343    0,0874    0,8021    0,4298
0,6230    0,0814    0,8036    0,4290
0,6265    0,0772    0,8087    0,4258
0,6376    0,0907    0,7965    0,4340
0,6350    0,0728    0,8147    0,4219
0,6324    0,0863    0,8071    0,4261
0,6370    0,0946    0,7969    0,4337
0,6196    0,0823    0,8006    0,4322
0,6276    0,0871    0,8108    0,4248
0,6320    0,0884    0,7891    0,4395
0,6313    0,0887    0,7987    0,4323
0,6406    0,0934    0,8045    0,4280
0,6232    0,0895    0,7985    0,4325
0,6267    0,0859    0,8087    0,4256
0,6284    0,1061    0,7903    0,4386
0,6246    0,0751    0,8025    0,4295
0,6326    0,0830    0,7993    0,4319
0,6284    0,0773    0,8103    0,4241
0,6303    0,0884    0,7989    0,4322
0,6309    0,0870    0,7996    0,4317
0,6377    0,0880    0,7951    0,4350
0,6300    0,0936    0,7977    0,4331
0,6230    0,0857    0,8123    0,4291
0,6306    0,0846    0,7996    0,4316
0,6240    0,0811    0,8054    0,4281
0,6343    0,0942    0,8009    0,4307
0,6280    0,0909    0,7941    0,4358
0,6273    0,1018    0,7970    0,4336
0,6240    0,0829    0,8052    0,4281
0,6302    0,0843    0,8004    0,4311
0,6203    0,0844    0,8014    0,4315
0,6265    0,0845    0,8056    0,4272
0,6276    0,0865    0,8101    0,4248
0,6325    0,0922    0,7936    0,4361
0,6364    0,0892    0,8071    0,4261
0,6254    0,1000    0,7961    0,4343
0,6275    0,0754    0,8117    0,4249
0,6308    0,0782    0,8090    0,4247
0,6202    0,0758    0,8015    0,4316
0,6203    0,0948    0,7963    0,4341
0,6357    0,0922    0,7889    0,4397
0,6453    0,0720    0,8092    0,4279
0,6252    0,0906    0,7929    0,4367
0,6238    0,0915    0,7935    0,4362
0,6250    0,0911    0,7954    0,4348
0,6272    0,0754    0,8033    0,4289
0,6267    0,0945    0,7964    0,4341
0,6272    0,0785    0,8026    0,4295
0,6275    0,0841    0,8023    0,4296
0,6299    0,0929    0,8038    0,4285
0,6224    0,0879    0,8030    0,4296
0,6302    0,0800    0,8048    0,4278
0,6490    0,1004    0,8023    0,4297
0,6303    0,0970    0,8076    0,4257
0,6262    0,0884    0,8011    0,4306
0,6277    0,0917    0,8018    0,4300
0,6297    0,0928    0,8003    0,4311
0,6272    0,0793    0,8132    0,4252
0,6243    0,0886    0,8015    0,4302
0,6326    0,0946    0,7997    0,4316
0,6324    0,0956    0,7994    0,4318
0,6229    0,0823    0,7971    0,4335
0,6286    0,0896    0,8107    0,4239
0,6200    0,0873    0,8056    0,4318
0,6234    0,0860    0,8008    0,4308
0,6258    0,0814    0,8051    0,4276
0,6325    0,0770    0,8017    0,4301
0,6340    0,0915    0,8078    0,4255
0,6339    0,0761    0,8128    0,4218
0,6340    0,0919    0,7985    0,4325
0,6279    0,0760    0,8047    0,4278
0,6279    0,0841    0,8004    0,4311
0,6253    0,0775    0,8089    0,4270
0,6248    0,0809    0,8067    0,4273
0,6314    0,0892    0,7982    0,4327
0,6278    0,0916    0,7983    0,4326
0,6325    0,0860    0,7964    0,4341
0,6339    0,0851    0,8047    0,4279
0,6313    0,0772    0,8001    0,4313
0,6224    0,1014    0,7972    0,4335
0,6427    0,0922    0,8018    0,4300
0,6296    0,0931    0,8065    0,4265
0,6219    0,0956    0,7996    0,4317
0,6350    0,0756    0,8085    0,4250
0,6304    0,0730    0,8065    0,4265
0,6336    0,0895    0,7991    0,4320
0,6324    0,0726    0,8058    0,4270
0,6304    0,0746    0,8041    0,4283
0,6258    0,0881    0,7956    0,4347
0,6375    0,0805    0,8112    0,4230
0,6215    0,0862    0,8016    0,4304
0,6271    0,0843    0,7999    0,4314
0,6333    0,0960    0,7997    0,4316
0,6258    0,0960    0,7949    0,4352
0,6342    0,0815    0,8044    0,4281
0,6295    0,0847    0,8041    0,4283
0,6256    0,0862    0,8033    0,4289
0,6306    0,0875    0,8050    0,4276
0,6255    0,0922    0,7977    0,4331
0,6246    0,0907    0,7959    0,4344
0,6357    0,0956    0,8001    0,4313
0,6293    0,0858    0,8034    0,4288
0,6349    0,0932    0,7940    0,4358
0,6211    0,0917    0,7966    0,4339
0,6335    0,0854    0,7995    0,4317
0,6347    0,0888    0,7931    0,4365
0,6241    0,0809    0,8030    0,4291
0,6277    0,0966    0,8016    0,4302
0,6366    0,0738    0,8118    0,4225
0,6260    0,0839    0,7999    0,4314
0,6272    0,0782    0,7963    0,4342
0,6324    0,0919    0,8063    0,4267
0,6303    0,0928    0,7954    0,4348
0,6266    0,0858    0,8019    0,4299
0,6240    0,0826    0,8109    0,4281
0,6329    0,0835    0,8008    0,4308
0,6308    0,0841    0,8037    0,4286
0,6299    0,0809    0,8064    0,4266
0,6351    0,0849    0,7993    0,4319
0,6330    0,0901    0,8086    0,4250
0,6228    0,0957    0,7907    0,4383
0,6209    0,0849    0,8061    0,4309
0,6318    0,0942    0,8019    0,4299
0,6283    0,0923    0,8042    0,4283
0,6299    0,0799    0,7999    0,4314
0,6262    0,0866    0,8030    0,4291
0,6292    0,0880    0,8002    0,4312
0,6238    0,0817    0,8025    0,4295
0,6214    0,0880    0,8025    0,4305
0,6342    0,0892    0,7954    0,4348
0,6254    0,0851    0,7962    0,4342
0,6265    0,0782    0,8041    0,4283
0,6282    0,0912    0,7996    0,4317
0,6336    0,0873    0,8017    0,4301
0,6209    0,0962    0,8014    0,4309
0,6284    0,0925    0,7961    0,4342
0,6362    0,0889    0,7965    0,4339
0,6338    0,0908    0,8036    0,4287
0,6243    0,0825    0,8129    0,4278
0,6245    0,0912    0,7945    0,4354
0,6296    0,0858    0,7989    0,4322
0,6358    0,0991    0,7883    0,4401
0,6334    0,0877    0,8107    0,4234
0,6301    0,0897    0,7979    0,4329
0,6257    0,0917    0,8002    0,4312
0,6308    0,0857    0,8044    0,4281
0,6234    0,0913    0,7941    0,4357
0,6276    0,0923    0,7967    0,4338
0,6312    0,0898    0,7990    0,4321
0,6216    0,0910    0,8012    0,4305
0,6248    0,0821    0,8052    0,4275
0,6248    0,0833    0,8093    0,4274
0,6230    0,0853    0,7986    0,4324
0,6267    0,0961    0,8092    0,4256
0,6294    0,0909    0,7989    0,4322
0,6297    0,0724    0,8056    0,4272
0,6349    0,0871    0,8087    0,4249
0,6358    0,0899    0,8055    0,4272
0,6284    0,0751    0,8051    0,4276
0,6326    0,0868    0,7945    0,4355
0,6273    0,0768    0,8001    0,4313
0,6290    0,0967    0,8013    0,4304
0,6287    0,0897    0,7988    0,4322
0,6300    0,0908    0,8006    0,4309
0,6209    0,0913    0,8066    0,4309
0,6306    0,0957    0,7968    0,4337
0,6363    0,0917    0,7987    0,4323
0,6272    0,0882    0,7988    0,4323
0,6332    0,0943    0,7898    0,4389
0,6213    0,0952    0,8049    0,4306
0,6338    0,0880    0,8013    0,4304
0,6382    0,0921    0,7983    0,4327
0,6287    0,0953    0,7969    0,4337
0,6312    0,0872    0,8053    0,4274
0,6202    0,0845    0,8049    0,4316
0,6272    0,0909    0,7986    0,4324
0,6396    0,0939    0,8004    0,4311
0,6307    0,0921    0,8049    0,4277
0,6204    0,0843    0,8026    0,4314
0,6214    0,0888    0,8087    0,4305
0,6340    0,0898    0,8038    0,4285
0,6461    0,0921    0,7966    0,4339
0,6279    0,0793    0,8053    0,4274
0,6226    0,0829    0,7987    0,4323
0,6307    0,0790    0,8066    0,4264
0,6251    0,0791    0,8044    0,4281
0,6337    0,0965    0,8090    0,4247
0,6359    0,0925    0,8083    0,4252
0,6237    0,0810    0,7959    0,4344
0,6265    0,0829    0,8044    0,4280
0,6278    0,0914    0,7964    0,4340
0,6341    0,0869    0,8138    0,4211
0,6252    0,0845    0,8063    0,4270
0,6312    0,0906    0,8021    0,4298
0,6298    0,0794    0,8009    0,4307
0,6322    0,0837    0,8029    0,4292
0,6331    0,0858    0,8033    0,4289
0,6274    0,0899    0,8010    0,4306
0,6315    0,0833    0,8036    0,4286
0,6337    0,0768    0,8069    0,4262
0,6299    0,0879    0,7952    0,4350
0,6337    0,0896    0,8038    0,4285
0,6300    0,0918    0,8027    0,4293
0,6293    0,0911    0,7952    0,4349
0,6204    0,0869    0,7913    0,4379
0,6220    0,0906    0,8093    0,4299
0,6210    0,0850    0,8024    0,4309
0,6244    0,0843    0,8042    0,4282
0,6292    0,0901    0,8039    0,4285
0,6291    0,0832    0,8046    0,4279
0,6365    0,0989    0,7999    0,4314
0,6265    0,0817    0,8109    0,4258
0,6268    0,0781    0,8098    0,4255
0,6306    0,0833    0,7967    0,4338
0,6224    0,0835    0,8094    0,4296
0,6318    0,0843    0,8054    0,4273
0,6291    0,0911    0,7970    0,4336
0,6256    0,0882    0,8051    0,4275
0,6345    0,0944    0,7982    0,4327
0,6208    0,0766    0,8072    0,4310
0,6178    0,0832    0,7969    0,4338
0,6389    0,0870    0,7985    0,4325
0,6347    0,1000    0,8026    0,4294
0,6209    0,0868    0,8025    0,4309
0,6228    0,0804    0,8022    0,4297
0,6304    0,0831    0,7991    0,4321
0,6341    0,0781    0,8015    0,4303
0,6266    0,0950    0,7980    0,4329
0,6278    0,0892    0,8013    0,4304
0,6458    0,0963    0,7941    0,4357
0,6259    0,0916    0,7999    0,4314
0,6290    0,0812    0,8048    0,4278
0,6242    0,0824    0,8026    0,4294
0,6455    0,0935    0,8112    0,4230
0,6389    0,0894    0,8065    0,4265
0,6271    0,0779    0,8118    0,4253
0,6331    0,0979    0,7883    0,4401
0,6325    0,0955    0,7959    0,4344
0,6372    0,0823    0,8035    0,4288
0,6312    0,0868    0,8064    0,4266
0,6233    0,0864    0,8053    0,4287
0,6357    0,0787    0,8063    0,4266
0,6258    0,0921    0,7968    0,4338
0,6352    0,0864    0,7980    0,4328
0,6263    0,0791    0,8007    0,4309
0,6243    0,0936    0,7987    0,4323
0,6372    0,0997    0,7989    0,4322
0,6216    0,0786    0,8028    0,4303
0,6270    0,0932    0,8031    0,4290
0,6252    0,0834    0,8022    0,4298
0,6357    0,0832    0,8076    0,4257
0,6259    0,0867    0,8002    0,4312
0,6283    0,0722    0,7961    0,4343
0,6238    0,0819    0,7981    0,4328
0,6224    0,0791    0,8111    0,4296
0,6216    0,0804    0,8003    0,4311
0,6260    0,0908    0,8030    0,4292
0,6273    0,0850    0,7997    0,4316
0,6296    0,0891    0,7959    0,4345
0,6293    0,0813    0,7973    0,4333
0,6290    0,0797    0,8025    0,4295
0,6360    0,0899    0,8099    0,4240
0,6338    0,0939    0,7966    0,4339
0,6315    0,0984    0,7967    0,4338
0,6194    0,0786    0,8028    0,4323
0,6335    0,0949    0,7962    0,4342
0,6343    0,0863    0,8038    0,4285
0,6227    0,0877    0,7969    0,4337
0,6301    0,0940    0,7912    0,4379
0,6263    0,0891    0,7955    0,4347
0,6350    0,0847    0,8005    0,4310
0,6254    0,0827    0,8018    0,4300
0,6197    0,0832    0,8024    0,4320
0,6270    0,0748    0,8087    0,4254
0,6227    0,0886    0,8149    0,4293
0,6325    0,0932    0,8006    0,4309
0,6239    0,0905    0,8024    0,4296
0,6282    0,0906    0,8046    0,4280
0,6313    0,0972    0,7982    0,4327
0,6456    0,0879    0,8191    0,4171
0,6289    0,0884    0,8024    0,4296
0,6367    0,0882    0,7990    0,4321
0,6309    0,0867    0,7928    0,4368
0,6315    0,0996    0,7974    0,4333
0,6339    0,0895    0,8016    0,4302
0,6208    0,0924    0,8000    0,4314
0,6373    0,0984    0,7975    0,4333
0,6365    0,0929    0,7955    0,4347
0,6251    0,0770    0,8007    0,4309
0,6215    0,0825    0,8034    0,4304
0,6337    0,0813    0,8129    0,4217
0,6275    0,0920    0,7967    0,4338
0,6368    0,0958    0,7985    0,4325
0,6255    0,0832    0,8034    0,4288
0,6308    0,0979    0,8079    0,4254
0,6300    0,0881    0,8009    0,4307
0,6312    0,0966    0,7990    0,4321
0,6293    0,0806    0,8110    0,4233
0,6277    0,0881    0,7964    0,4341
0,6249    0,0826    0,8024    0,4295
0,6289    0,0866    0,8061    0,4268
0,6284    0,0820    0,7999    0,4314
0,6361    0,0916    0,8005    0,4310
0,6306    0,0924    0,8037    0,4286
0,6255    0,0852    0,8088    0,4268
0,6297    0,0978    0,7979    0,4329
0,6310    0,0821    0,7989    0,4322
0,6221    0,0860    0,8067    0,4299
0,6349    0,0959    0,8029    0,4292
0,6339    0,0819    0,7982    0,4327
0,6254    0,0846    0,8076    0,4268
0,6327    0,0849    0,8009    0,4307
0,6301    0,0939    0,8029    0,4292
0,6233    0,0834    0,8028    0,4293
0,6348    0,0839    0,8050    0,4276
0,6283    0,0842    0,8007    0,4308
0,6274    0,0848    0,7988    0,4323
0,6308    0,0966    0,8005    0,4310
0,6247    0,0850    0,8024    0,4296
0,6200    0,0809    0,8021    0,4318
0,6269    0,1021    0,7923    0,4371
0,6279    0,0888    0,8028    0,4292
0,6305    0,0871    0,8055    0,4273
0,6241    0,0842    0,8000    0,4314
0,6304    0,0813    0,8068    0,4263
0,6295    0,0869    0,7970    0,4336
0,6323    0,0977    0,8023    0,4296
0,6273    0,0850    0,8045    0,4280
0,6358    0,0939    0,8011    0,4306
0,6280    0,0751    0,7995    0,4317
0,6257    0,0932    0,8010    0,4307
0,6344    0,0834    0,7990    0,4321
0,6249    0,0812    0,8046    0,4280
0,6443    0,0981    0,8018    0,4300
0,6294    0,0907    0,7969    0,4337
0,6236    0,0736    0,7992    0,4320
0,6361    0,1005    0,8023    0,4297
0,6244    0,0846    0,8020    0,4299
0,6305    0,0802    0,8058    0,4270
0,6293    0,0903    0,8058    0,4271
0,6326    0,0868    0,7975    0,4332
0,6252    0,0816    0,8034    0,4288
0,6248    0,0874    0,8038    0,4285
0,6336    0,0832    0,8014    0,4303
0,6313    0,0873    0,8023    0,4296
0,6249    0,0771    0,8047    0,4278
0,6299    0,0960    0,7994    0,4318
0,6381    0,0839    0,8082    0,4253
0,6321    0,0787    0,8010    0,4306
0,6389    0,0806    0,8080    0,4254
0,6283    0,0825    0,8075    0,4258
0,6349    0,0868    0,8063    0,4266
0,6253    0,0784    0,8066    0,4269
0,6324    0,0968    0,8128    0,4218
0,6200    0,0877    0,7990    0,4321
0,6317    0,0851    0,8010    0,4306
0,6238    0,0928    0,7987    0,4323
0,6238    0,0833    0,8005    0,4310
0,6313    0,0809    0,8206    0,4214
0,6252    0,0766    0,8095    0,4270
0,6298    0,0724    0,8088    0,4249
0,6365    0,0912    0,8031    0,4290
0,6280    0,0818    0,7993    0,4319
0,6293    0,0839    0,8023    0,4296
0,6243    0,0865    0,8024    0,4296
0,6307    0,0816    0,8036    0,4286
0,6304    0,1001    0,7914    0,4378
0,6321    0,0909    0,7971    0,4336
0,6334    0,0810    0,8095    0,4243
0,6424    0,1036    0,7964    0,4341
0,6367    0,0954    0,8058    0,4270
0,6298    0,0909    0,8097    0,4241
0,6261    0,0907    0,8140    0,4262
0,6322    0,0820    0,8029    0,4292
0,6221    0,0827    0,8005    0,4310
0,6323    0,0934    0,7939    0,4359
0,6325    0,1045    0,7882    0,4401
0,6429    0,0914    0,7993    0,4319
0,6265    0,0883    0,7984    0,4326
0,6318    0,0872    0,8007    0,4309
0,6272    0,0894    0,8008    0,4307
0,6250    0,0914    0,7918    0,4374
0,6292    0,0880    0,8020    0,4298
0,6308    0,0861    0,7987    0,4323
0,6313    0,0797    0,8019    0,4299
0,6282    0,0846    0,8025    0,4295
0,6311    0,1000    0,7964    0,4340
0,6406    0,0832    0,8010    0,4306
0,6328    0,0918    0,8029    0,4292
0,6369    0,0751    0,8069    0,4262
0,6395    0,0890    0,8052    0,4275
0,6359    0,0761    0,8021    0,4298
0,6319    0,0950    0,7966    0,4339
0,6210    0,0871    0,8039    0,4308
0,6350    0,0889    0,8043    0,4282
0,6241    0,0822    0,7973    0,4334
0,6271    0,0839    0,7952    0,4350
0,6422    0,0905    0,7887    0,4398
0,6275    0,0851    0,7997    0,4316
0,6292    0,0843    0,8013    0,4304
0,6311    0,0900    0,7920    0,4373
0,6263    0,0860    0,7953    0,4349
0,6296    0,1012    0,7950    0,4351
0,6250    0,0778    0,8014    0,4303
0,6288    0,0909    0,8009    0,4307
0,6274    0,0852    0,7968    0,4338
0,6283    0,0975    0,7923    0,4371
0,6293    0,0824    0,7998    0,4315
0,6203    0,0849    0,8112    0,4315
0,6345    0,0789    0,8010    0,4306
0,6257    0,0837    0,8023    0,4297
0,6291    0,0886    0,8018    0,4300
0,6310    0,0821    0,8002    0,4312
0,6362    0,0972    0,7959    0,4345
0,6277    0,0862    0,7967    0,4339
0,6228    0,1010    0,7951    0,4350
0,6318    0,0948    0,7963    0,4341
0,6268    0,0884    0,7976    0,4331
0,6259    0,0942    0,7990    0,4321
0,6302    0,0824    0,8069    0,4262
0,6364    0,0881    0,7954    0,4348
0,6234    0,0813    0,8043    0,4287
0,6263    0,0871    0,7930    0,4366
0,6252    0,0840    0,7959    0,4344
0,6272    0,0908    0,7931    0,4365
0,6335    0,0948    0,7958    0,4345
0,6270    0,0838    0,8007    0,4309
0,6329    0,0931    0,7981    0,4328
0,6281    0,0919    0,8033    0,4289
0,6189    0,0834    0,7957    0,4346
0,6279    0,0860    0,7935    0,4362
0,6321    0,0935    0,8015    0,4302
0,6245    0,0831    0,8013    0,4304
0,6215    0,0762    0,7980    0,4329
0,6427    0,0845    0,8075    0,4257
0,6253    0,0862    0,7970    0,4336
0,6340    0,0873    0,7996    0,4317
0,6286    0,0892    0,8176    0,4239
0,6251    0,0771    0,8066    0,4271
0,6234    0,0872    0,8019    0,4300
0,6255    0,0759    0,8065    0,4268
0,6246    0,0872    0,8049    0,4277
0,6287    0,0829    0,7950    0,4351
0,6156    0,0892    0,7984    0,4358
0,6293    0,0842    0,8113    0,4232
0,6230    0,0875    0,8042    0,4290
0,6343    0,0946    0,8020    0,4299
0,6443    0,0945    0,8046    0,4279
0,6314    0,1004    0,7998    0,4315
0,6368    0,1022    0,7993    0,4319
0,6363    0,0878    0,7956    0,4347
0,6283    0,0938    0,7985    0,4325
0,6284    0,0873    0,7994    0,4318
0,6302    0,0928    0,7977    0,4331
0,6321    0,0857    0,7980    0,4329
0,6218    0,0953    0,8029    0,4301
0,6239    0,0823    0,8090    0,4282
0,6247    0,0886    0,7983    0,4326
0,6266    0,0767    0,8047    0,4278
0,6361    0,0953    0,7962    0,4342
0,6258    0,0863    0,8009    0,4307
0,6207    0,0830    0,7981    0,4328
0,6386    0,0965    0,8020    0,4299
0,6348    0,0986    0,7935    0,4362
0,6235    0,0906    0,8065    0,4286
0,6331    0,0828    0,8065    0,4265
0,6288    0,0986    0,7941    0,4358
0,6285    0,0974    0,8018    0,4301
0,6248    0,0790    0,7975    0,4333
0,6353    0,1052    0,7992    0,4320
